"checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","gender","civil_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class"
"less than 200",12,"delayed","new car",2002,"between 500 and 999","less than 7 years",3,"male","single","individual",4,"life insurance",30,"no debt","rented",1,"skilled",2,"yes","yes","good"
"negative",24,"no credits","furniture/equipment",6872,"between 500 and 999","less than 1 year",2,"male","divorced","individual",1,"life insurance",55,"bank debt","owned",1,"skilled",1,"yes","yes","bad"
"negative",12,"no credits","new car",697,"between 500 and 999","less than 1 year",4,"male","single","individual",2,"vehicle",46,"bank debt","owned",2,"skilled",1,"yes","yes","bad"
"negative",18,"dully paid","furniture/equipment",1049,"between 500 and 999","less than 1 year",4,"female","unspecified","individual",4,"life insurance",21,"no debt","rented",1,"skilled",1,"no","yes","good"
"negative",48,"delayed","used car",10297,"between 500 and 999","less than 7 years",4,"male","single","individual",4,"no collateral",39,"purchase debt","free use",3,"skilled",2,"yes","yes","bad"
"no checking",30,"delayed","radio/tv",1867,"between 100 and 499","more than 7 years",4,"male","single","individual",4,"vehicle",58,"no debt","owned",1,"skilled",1,"yes","yes","good"
"negative",12,"critical","new car",1344,"between 500 and 999","less than 4 years",4,"male","single","individual",2,"real estate",43,"no debt","owned",2,"unskilled res",2,"no","yes","good"
"negative",24,"delayed","furniture/equipment",1747,"between 500 and 999","less than 1 year",4,"male","single","co-aplicant",1,"life insurance",24,"no debt","owned",1,"unskilled res",1,"no","no","good"
"less than 200",9,"delayed","radio/tv",1670,"between 500 and 999","less than 1 year",4,"female","unspecified","individual",2,"vehicle",22,"no debt","owned",1,"skilled",1,"yes","yes","bad"
"no checking",9,"dully paid","new car",1224,"between 500 and 999","less than 4 years",3,"male","single","individual",1,"real estate",30,"no debt","owned",2,"skilled",1,"no","yes","good"
"no checking",12,"dully paid","radio/tv",522,"more than or = 1000","more than 7 years",4,"male","single","individual",4,"life insurance",42,"no debt","owned",2,"skilled",2,"yes","yes","good"
"negative",12,"delayed","radio/tv",1498,"between 500 and 999","less than 4 years",4,"female","unspecified","individual",1,"vehicle",23,"bank debt","owned",1,"skilled",1,"no","yes","good"
"less than 200",30,"critical","radio/tv",1919,"less than 100","less than 1 year",4,"male","single","individual",3,"no collateral",30,"purchase debt","owned",2,"highly qualified",1,"no","yes","bad"
"more than or = 200",9,"delayed","radio/tv",745,"between 500 and 999","less than 4 years",3,"female","unspecified","individual",2,"real estate",28,"no debt","owned",1,"unskilled res",1,"no","yes","bad"
"less than 200",6,"delayed","radio/tv",2063,"between 500 and 999","less than 1 year",4,"male","married/widowed","individual",3,"vehicle",30,"no debt","rented",1,"highly qualified",1,"yes","yes","good"
"less than 200",60,"delayed","education",6288,"between 500 and 999","less than 4 years",4,"male","single","individual",4,"no collateral",42,"no debt","free use",1,"skilled",1,"no","yes","bad"
"no checking",24,"dully paid","used car",6842,"between 100 and 499","less than 4 years",2,"male","single","individual",4,"life insurance",46,"no debt","owned",2,"highly qualified",2,"yes","yes","good"
"no checking",12,"delayed","new car",3527,"between 100 and 499","less than 1 year",2,"male","single","individual",3,"life insurance",45,"no debt","owned",1,"highly qualified",2,"yes","yes","good"
"no checking",10,"delayed","new car",1546,"between 500 and 999","less than 4 years",3,"male","single","individual",2,"real estate",31,"no debt","owned",1,"unskilled res",2,"no","no","good"
"no checking",24,"delayed","furniture/equipment",929,"between 100 and 499","less than 7 years",4,"male","single","individual",2,"vehicle",31,"purchase debt","owned",1,"skilled",1,"yes","yes","good"
"no checking",4,"dully paid","new car",1455,"between 500 and 999","less than 7 years",2,"male","single","individual",1,"real estate",42,"no debt","owned",3,"unskilled res",2,"no","yes","good"
"negative",15,"delayed","furniture/equipment",1845,"between 500 and 999","less than 1 year",4,"female","unspecified","guaranteed",1,"life insurance",46,"no debt","rented",1,"skilled",1,"no","yes","good"
"less than 200",48,"duly paying","new car",8358,"more than or = 1000","less than 1 year",1,"female","unspecified","individual",1,"vehicle",30,"no debt","owned",2,"skilled",1,"no","yes","good"
"negative",24,"no credits","furniture/equipment",3349,"more than or = 1000","less than 1 year",4,"male","single","individual",4,"no collateral",30,"no debt","free use",1,"skilled",2,"yes","yes","bad"
"no checking",12,"delayed","new car",2859,"between 100 and 499","unemployed",4,"male","single","individual",4,"no collateral",38,"no debt","owned",1,"highly qualified",1,"yes","yes","good"
"no checking",18,"delayed","furniture/equipment",1533,"between 500 and 999","less than 1 year",4,"male","married/widowed","co-aplicant",1,"life insurance",43,"no debt","owned",1,"unskilled res",2,"no","yes","bad"
"no checking",24,"delayed","radio/tv",3621,"less than 100","more than 7 years",2,"male","single","individual",4,"vehicle",31,"no debt","owned",2,"skilled",1,"no","yes","bad"
"less than 200",18,"dully paid","business",3590,"between 500 and 999","unemployed",3,"male","married/widowed","individual",3,"vehicle",40,"no debt","owned",3,"unskilled non-res",2,"yes","yes","good"
"negative",36,"critical","business",2145,"between 500 and 999","less than 7 years",2,"male","single","individual",1,"vehicle",24,"no debt","owned",2,"skilled",1,"yes","yes","bad"
"less than 200",24,"delayed","used car",4113,"more than or = 1000","less than 1 year",3,"female","unspecified","individual",4,"vehicle",28,"no debt","rented",1,"skilled",1,"no","yes","bad"
"no checking",36,"delayed","furniture/equipment",10974,"between 500 and 999","unemployed",4,"female","unspecified","individual",2,"vehicle",26,"no debt","owned",2,"highly qualified",1,"yes","yes","bad"
"negative",12,"delayed","new car",1893,"between 500 and 999","less than 4 years",4,"female","unspecified","guaranteed",4,"life insurance",29,"no debt","owned",1,"skilled",1,"yes","yes","good"
"negative",24,"dully paid","radio/tv",1231,"no savingss","more than 7 years",4,"female","unspecified","individual",4,"life insurance",57,"no debt","rented",2,"highly qualified",1,"yes","yes","good"
"more than or = 200",30,"dully paid","radio/tv",3656,"between 100 and 499","more than 7 years",4,"male","single","individual",4,"life insurance",49,"purchase debt","owned",2,"unskilled res",1,"no","yes","good"
"less than 200",9,"dully paid","radio/tv",1154,"between 500 and 999","more than 7 years",2,"male","single","individual",4,"real estate",37,"no debt","owned",3,"unskilled res",1,"no","yes","good"
"negative",28,"delayed","new car",4006,"between 500 and 999","less than 4 years",3,"male","single","individual",2,"vehicle",45,"no debt","owned",1,"unskilled res",1,"no","yes","bad"
"less than 200",24,"delayed","furniture/equipment",3069,"less than 100","more than 7 years",4,"male","single","individual",4,"no collateral",30,"no debt","free use",1,"skilled",1,"no","yes","good"
"no checking",6,"dully paid","radio/tv",1740,"between 500 and 999","more than 7 years",2,"male","married/widowed","individual",2,"real estate",30,"no debt","rented",2,"skilled",1,"no","yes","good"
"less than 200",21,"critical","new car",2353,"between 500 and 999","less than 4 years",1,"male","divorced","individual",4,"life insurance",47,"no debt","owned",2,"skilled",1,"no","yes","good"
"no checking",15,"delayed","new car",3556,"between 100 and 499","less than 4 years",3,"male","single","individual",2,"no collateral",29,"no debt","owned",1,"skilled",1,"no","yes","good"
"no checking",24,"delayed","radio/tv",2397,"more than or = 1000","more than 7 years",3,"male","single","individual",2,"vehicle",35,"bank debt","owned",2,"skilled",1,"yes","yes","bad"
"less than 200",6,"delayed","repairs",454,"between 500 and 999","less than 1 year",3,"male","married/widowed","individual",1,"life insurance",22,"no debt","owned",1,"unskilled res",1,"no","yes","good"
"less than 200",30,"delayed","radio/tv",1715,"between 100 and 499","less than 4 years",4,"female","unspecified","individual",1,"vehicle",26,"no debt","owned",1,"skilled",1,"no","yes","good"
"less than 200",27,"dully paid","radio/tv",2520,"more than or = 1000","less than 4 years",4,"male","single","individual",2,"life insurance",23,"no debt","owned",2,"unskilled res",1,"no","yes","bad"
"no checking",15,"delayed","radio/tv",3568,"between 500 and 999","more than 7 years",4,"female","unspecified","individual",2,"vehicle",54,"bank debt","rented",1,"highly qualified",1,"yes","yes","good"
"no checking",42,"delayed","radio/tv",7166,"between 100 and 499","less than 7 years",2,"male","married/widowed","individual",4,"life insurance",29,"no debt","rented",1,"skilled",1,"yes","yes","good"
"negative",11,"dully paid","new car",3939,"between 500 and 999","less than 4 years",1,"male","single","individual",2,"real estate",40,"no debt","owned",2,"unskilled res",2,"no","yes","good"
"less than 200",15,"delayed","repairs",1514,"less than 100","less than 4 years",4,"male","single","guaranteed",2,"real estate",22,"no debt","owned",1,"skilled",1,"no","yes","good"
"no checking",24,"delayed","new car",7393,"between 500 and 999","less than 4 years",1,"male","single","individual",4,"life insurance",43,"no debt","owned",1,"unskilled res",2,"no","yes","good"
"negative",24,"no credits","new car",1193,"between 500 and 999","unemployed",1,"female","unspecified","co-aplicant",4,"no collateral",29,"no debt","rented",2,"unskilled non-res",1,"no","yes","bad"
"negative",60,"delayed","business",7297,"between 500 and 999","more than 7 years",4,"male","single","co-aplicant",4,"no collateral",36,"no debt","rented",1,"skilled",1,"no","yes","bad"
"no checking",30,"dully paid","radio/tv",2831,"between 500 and 999","less than 4 years",4,"female","unspecified","individual",2,"vehicle",33,"no debt","owned",1,"skilled",1,"yes","yes","good"
"more than or = 200",24,"delayed","radio/tv",1258,"more than or = 1000","less than 4 years",3,"female","unspecified","individual",3,"vehicle",57,"no debt","owned",1,"unskilled res",1,"no","yes","good"
"less than 200",6,"delayed","radio/tv",753,"between 500 and 999","less than 4 years",2,"female","unspecified","guaranteed",3,"real estate",64,"no debt","owned",1,"skilled",1,"no","yes","good"
"less than 200",18,"critical","business",2427,"between 100 and 499","more than 7 years",4,"male","single","individual",2,"life insurance",42,"no debt","owned",2,"skilled",1,"no","yes","good"
"no checking",24,"critical","new car",2538,"between 500 and 999","more than 7 years",4,"male","single","individual",4,"vehicle",47,"no debt","owned",2,"unskilled res",2,"no","yes","bad"
"less than 200",15,"no credits","new car",1264,"less than 100","less than 4 years",2,"male","married/widowed","individual",2,"life insurance",25,"no debt","rented",1,"skilled",1,"no","yes","bad"
"less than 200",30,"dully paid","furniture/equipment",8386,"between 500 and 999","less than 7 years",2,"male","single","individual",2,"life insurance",49,"no debt","owned",1,"skilled",1,"no","yes","bad"
"no checking",48,"delayed","business",4844,"between 500 and 999","unemployed",3,"male","single","individual",2,"vehicle",33,"bank debt","rented",1,"highly qualified",1,"yes","yes","bad"
"more than or = 200",21,"delayed","new car",2923,"less than 100","less than 4 years",1,"female","unspecified","individual",1,"vehicle",28,"bank debt","owned",1,"highly qualified",1,"yes","yes","good"
"negative",36,"delayed","used car",8229,"between 500 and 999","less than 4 years",2,"male","single","individual",2,"life insurance",26,"no debt","owned",1,"skilled",2,"no","yes","bad"
"no checking",24,"dully paid","furniture/equipment",2028,"between 500 and 999","less than 7 years",2,"male","single","individual",2,"life insurance",30,"no debt","owned",2,"unskilled res",1,"no","yes","good"
"negative",15,"dully paid","furniture/equipment",1433,"between 500 and 999","less than 4 years",4,"female","unspecified","individual",3,"life insurance",25,"no debt","rented",2,"skilled",1,"no","yes","good"
"more than or = 200",42,"duly paying","business",6289,"between 500 and 999","less than 1 year",2,"male","divorced","individual",1,"life insurance",33,"no debt","owned",2,"skilled",1,"no","yes","good"
"no checking",13,"delayed","radio/tv",1409,"less than 100","unemployed",2,"female","unspecified","individual",4,"real estate",64,"no debt","owned",1,"skilled",1,"no","yes","good"
"negative",24,"delayed","used car",6579,"between 500 and 999","unemployed",4,"male","single","individual",2,"no collateral",29,"no debt","free use",1,"highly qualified",1,"yes","yes","good"
"less than 200",24,"dully paid","radio/tv",1743,"between 500 and 999","more than 7 years",4,"male","single","individual",2,"life insurance",48,"no debt","owned",2,"unskilled res",1,"no","yes","good"
"no checking",12,"dully paid","education",3565,"between 100 and 499","less than 1 year",2,"male","single","individual",1,"life insurance",37,"no debt","owned",2,"unskilled res",2,"no","yes","good"
"no checking",15,"no credits","radio/tv",1569,"less than 100","more than 7 years",4,"male","single","individual",4,"vehicle",34,"bank debt","owned",1,"unskilled res",2,"no","yes","good"
